lote_num,tiempo_inicio,tiempo_ciclo,tiempo_total_fab,defectos_espesor_irregular,defectos_burbujas,defectos_rebabas_mal_cortadas,defectos_deformaciones,defectos_rosca_no_funcional,defectos_roturas,defectos_volumen_incorrecto,defectos_espesor_incorrecto,defectos_totales_lote,fallos_acum_extrusora,fallos_acum_molde,fallos_acum_limpieza,fallos_acum_cuchilla,pct_petr,temp_fundido,uniformidad_calentamiento,tasa_enfriamiento,temp_ambiente
5218,177075.11411355776,31.0,177106.11411355776,1,0,0,0,0,0,4,1,6,0,0,1,3,0,270,1.017271609936403,1.1423029856761386,15.907076450961696
5219,177106.11411355776,32.89351442997577,177139.00762798774,3,0,0,0,0,0,1,2,6,0,0,1,3,50,280,1.0484067864583961,0.9383856834947515,27.95763774635877
5220,177139.00762798774,32.85150099941529,177171.85912898715,4,0,0,1,0,0,0,1,6,0,0,1,3,50,250,0.8743225370936287,0.8663321036840219,19.22962020897642
5221,177171.85912898715,31.0,177202.85912898715,0,0,0,1,0,0,4,1,6,0,0,1,3,0,260,0.9673221347540344,1.111332325120685,28.291004127198473
5222,177202.85912898715,31.0,177233.85912898715,2,0,0,0,0,0,4,0,6,0,0,1,3,0,250,0.8842983045484812,1.104667280396465,18.965324283968084
5223,177233.85912898715,32.30992510347278,177266.16905409063,1,0,0,1,0,0,3,1,6,0,0,1,3,0,270,1.1868432249168843,1.1100961433785983,38.783355861225786
5224,177266.16905409063,31.834021160873817,177298.0030752515,3,0,0,0,2,0,0,1,6,0,0,1,3,0,280,0.9330604053812055,1.1108313453707255,35.827472368525385
5225,177298.0030752515,31.0,177329.0030752515,5,0,0,0,0,0,1,0,6,0,0,1,3,0,280,1.0273459081421568,1.1950912556595088,27.618525725973246
5226,177329.0030752515,31.77193900416023,177360.77501425566,1,0,0,0,0,0,5,0,6,0,0,1,3,20,250,0.8804378423838232,1.0769901164843774,32.76059548848184
5227,177360.77501425566,35.157064160041045,177395.9320784157,0,0,0,1,0,0,5,0,6,0,0,1,3,50,250,1.175894156406468,0.8903649116973409,36.583731223975164
5228,177395.9320784157,33.76964070467511,177429.70171912038,1,0,0,2,1,0,2,0,6,0,0,1,4,20,270,1.1630881736096292,0.8467798033081899,24.050917881615348
5229,177429.70171912038,31.0,177460.70171912038,6,0,0,5,0,4,0,0,15,0,0,1,4,20,250,0.9471427736523221,1.1752808472969187,22.140203153029393
5230,177460.70171912038,34.54792786523467,177495.2496469856,5,0,0,6,0,4,0,0,15,0,0,1,4,0,260,0.9386272786335588,0.9088849912165646,35.08199215114659
5231,177495.2496469856,31.0,177526.2496469856,6,0,0,6,0,3,0,0,15,0,0,1,4,20,270,1.0932264197060386,1.050538442214284,22.518772100521367
5232,179082.42459577875,31.0,179113.42459577875,2,0,0,0,0,0,3,1,6,0,0,1,4,50,270,0.9276797928931628,1.1799042437834286,16.513923116588934
5233,179113.42459577875,31.0,179144.42459577875,0,0,0,0,0,0,6,0,6,0,0,1,4,0,250,0.8170514009379859,1.1815350377283922,25.007088040632603
5234,179144.42459577875,33.80185352222179,179178.22644930097,1,0,0,2,0,0,1,1,5,0,0,1,4,50,280,0.8080419873917383,0.9729305130428731,36.67346554109794
5235,179178.22644930097,31.54446660290705,179209.77091590388,0,0,0,0,1,0,3,2,6,0,0,1,4,0,270,1.1976367620524822,1.1237284681731718,34.87293440295858
5236,179209.77091590388,32.88459331946797,179242.65550922335,2,0,0,2,0,0,2,0,6,0,0,1,4,0,280,0.8928380691877277,0.864267301452941,13.834223674937682
5237,179242.65550922335,33.84815297933528,179276.50366220268,2,0,0,2,0,0,2,0,6,0,0,1,4,50,250,1.1544215829431443,0.8081813284592124,17.162651883540825
5238,179276.50366220268,34.333073590591084,179310.83673579327,1,0,0,2,0,0,3,0,6,0,0,1,4,0,250,0.8841958717860551,0.8300748037021808,25.716695702963996
5239,179310.83673579327,31.135861443268368,179341.97259723654,2,0,0,0,1,0,2,1,6,0,0,1,4,50,250,0.9060981180248138,0.9888049609078104,16.17848933787215
5240,179341.97259723654,31.614361952175386,179373.58695918872,2,0,0,1,0,0,3,0,6,0,0,1,4,50,280,1.0440863389524495,0.9512966288347992,18.014006594958875
5241,179373.58695918872,36.577221515908604,179410.16418070463,3,0,0,1,0,0,2,0,6,0,0,1,4,50,270,0.9868246712001512,0.843331733310668,39.047068982887446
5242,179410.16418070463,31.0,179441.16418070463,1,0,0,0,0,0,4,0,5,0,0,1,4,0,270,0.9629154577953012,1.130944366493571,22.975954056421337
5243,179441.16418070463,31.0,179472.16418070463,2,0,0,1,0,0,3,0,6,0,0,1,4,0,250,1.1608846969556632,1.0656798945085548,17.280061225097676
5244,179472.16418070463,31.0,179503.16418070463,0,0,0,1,1,0,4,0,6,0,0,1,4,20,260,1.1632274774049662,1.1425907544258498,27.98181492350367
5245,179503.16418070463,31.0,179534.16418070463,3,0,0,0,0,0,1,2,6,0,0,1,4,20,270,1.0948751659188898,1.094578551905234,22.202046198685466
5246,179534.16418070463,32.089997321687406,179566.2541780263,0,0,0,1,0,0,3,2,6,0,0,1,4,50,260,0.8101745664695537,0.9418045400069271,22.66233840216684
5247,179566.2541780263,31.0,179597.2541780263,0,0,0,0,0,0,6,0,6,0,0,1,4,50,270,0.9204440964097601,1.0600162294659756,23.441958711192562
5248,179597.2541780263,31.168320934288204,179628.4224989606,1,0,0,0,0,0,1,3,5,0,0,1,4,50,260,1.1131807258052395,0.9861672834562222,11.76378584784446
5249,179628.4224989606,33.492552991519915,179661.91505195212,2,0,0,2,0,0,2,0,6,0,0,1,4,20,280,0.9876096389458496,0.8280114626469521,13.803642196751854
5250,179661.91505195212,31.870212171546882,179693.78526412367,1,0,0,0,0,0,2,3,6,0,0,1,4,20,250,1.199145170071688,1.0215170491557386,28.725403839280297
5251,179693.78526412367,33.65287564540631,179727.43813976907,0,1,0,1,0,0,3,1,6,0,0,1,4,20,270,1.1261470040701147,0.8189518760947355,19.904134151888478
5252,179727.43813976907,31.0,179758.43813976907,4,0,0,0,0,0,2,0,6,0,0,1,4,50,280,0.8960372164471758,1.0486536125455184,24.215304521421594
5253,179758.43813976907,36.548201803991105,179794.98634157307,1,0,0,1,0,1,2,1,6,0,0,1,4,50,250,1.1932683784891742,0.8121102852781524,35.79582695205729
5254,179794.98634157307,33.401632996537955,179828.3879745696,0,0,0,0,0,0,3,3,6,0,0,1,4,20,260,0.9090958223709892,0.979815256144941,34.9595970557869
5255,179828.3879745696,31.0,179859.3879745696,2,0,0,0,0,0,2,2,6,0,0,1,4,20,270,0.9111642523425078,1.1884244962006887,19.95093040187814
5256,179859.3879745696,37.08061907222145,179896.46859364182,3,0,0,1,1,0,1,0,6,0,0,1,4,0,270,0.8592569824311135,0.8157516132351891,38.64017453014321
5257,179896.46859364182,34.22443422282231,179930.69302786465,0,0,0,1,0,0,2,3,6,0,0,1,4,20,260,0.9835976315769479,0.8456003690629529,26.7873360354966
5258,179930.69302786465,31.0,179961.69302786465,2,0,0,0,0,0,1,1,4,0,0,1,4,50,260,0.8557293498767631,1.0972210662415298,12.212508401016239
5259,179961.69302786465,31.0,179992.69302786465,1,0,0,0,0,0,4,1,6,0,0,1,4,50,270,0.9932512675285387,1.15589363141229,13.29062838231907
5260,179992.69302786465,31.956661195668858,180024.64968906032,0,0,0,2,0,0,2,1,5,0,0,1,4,0,270,1.1329152467024475,0.9341984516521159,20.859980413808294
5261,180024.64968906032,31.0,180055.64968906032,1,0,0,2,0,0,3,0,6,0,0,1,4,50,250,0.9261832571401111,1.1250083995422313,12.811658473511656
5262,180055.64968906032,32.65735432974179,180088.30704339006,1,0,0,0,0,0,4,1,6,0,0,1,4,50,270,0.9273801388092134,0.9829425945134325,30.610498777341164
5263,180088.30704339006,31.67407027076115,180119.98111366082,5,0,0,0,0,0,1,0,6,0,0,1,4,0,280,1.0213563730306199,1.0459724045638497,29.47992430551021
5264,180119.98111366082,31.0,180150.98111366082,1,0,0,0,0,0,3,2,6,0,0,1,4,50,250,0.9700167647166856,1.0677214309117606,18.71855062019341
5265,180150.98111366082,31.0,180181.98111366082,0,0,0,0,0,0,4,2,6,0,0,1,4,20,260,1.0450929778098723,1.02264725061319,11.667178481214167
5266,180181.98111366082,31.0,180212.98111366082,0,0,0,1,0,0,5,0,6,0,0,1,4,0,250,1.076191496899693,1.188222056358751,23.974817684217
5267,180212.98111366082,31.892319430364296,180244.87343309118,3,0,0,1,0,0,2,0,6,0,0,1,4,50,270,1.1795784932721065,0.9307867420457483,17.357172284911254
5268,180244.87343309118,33.78397238787147,180278.65740547905,1,0,0,2,0,0,2,1,6,0,0,1,4,0,280,0.8931459200466171,0.94324636586599,33.94720859182209
5269,180278.65740547905,31.400611240882427,180310.05801671994,2,0,0,1,0,0,3,0,6,0,0,1,4,0,280,0.9138506499730243,0.9927418950219168,22.523078840097376
5270,180310.05801671994,36.40462444809964,180346.46264116804,3,0,0,2,0,0,1,0,6,0,0,1,4,50,250,0.8662422167984039,0.8400247708568935,37.92242879092689
5271,180346.46264116804,31.693962771707447,180378.15660393974,2,0,0,1,0,1,1,1,6,0,0,1,4,20,280,1.1375155428589947,1.0733669125710936,31.92841301502732
5272,180378.15660393974,31.0,180409.15660393974,0,0,0,0,1,0,4,1,6,0,0,1,4,50,260,1.0599055507489965,1.1584938465002732,25.322856198454936
5273,180409.15660393974,31.0,180440.15660393974,2,0,0,1,0,0,3,0,6,0,0,1,4,20,280,1.0133557956639907,1.1326083360944394,24.721324010706656
5274,180440.15660393974,31.089267424598802,180471.24587136434,0,0,0,0,1,0,4,1,6,0,0,1,4,50,270,0.9637116209617409,0.9926159773406091,16.481671534685383
5275,180471.24587136434,31.0,180502.24587136434,0,0,0,0,0,0,4,2,6,0,0,1,4,50,260,1.084629898959434,1.0022761535831726,19.61448872552989
5276,180502.24587136434,31.60069581703283,180533.84656718138,3,0,0,0,1,0,2,0,6,0,0,1,4,50,280,0.9363299628941764,0.9707021274540375,21.892832572314035
5277,180533.84656718138,35.85833754987107,180569.70490473125,1,0,0,0,0,2,2,1,6,0,0,1,4,50,280,0.8149815450630431,0.8452490118473543,35.78647837418902
5278,180569.70490473125,33.949445983744226,180603.654350715,1,0,0,2,0,0,2,1,6,0,0,1,4,0,260,0.803921680703529,0.8485929717977478,25.40749704855408
5279,180603.654350715,35.4840273334994,180639.1383780485,0,0,0,2,0,0,3,1,6,0,0,1,4,20,250,0.9467386066481982,0.8610319231366831,35.45290955220107
5280,180639.1383780485,31.31573042666423,180670.45410847515,0,0,0,1,0,0,4,1,6,0,0,1,4,50,260,0.9084668803254125,1.1015966036158824,31.549868376045172
5281,180670.45410847515,31.301563198590884,180701.75567167375,3,0,0,0,0,0,2,1,6,0,0,1,4,0,280,0.976713743512474,1.1368736088827212,34.19575802848072
5282,180701.75567167375,31.0,180732.75567167375,3,0,0,0,0,0,3,0,6,0,0,1,4,0,250,1.0662761042034514,1.1238659026635431,17.692307368301652
5283,180732.75567167375,31.0,180763.75567167375,2,0,0,0,0,0,2,1,5,0,0,1,4,50,270,1.0004828063943445,1.0818646957556803,22.245731438379586
5284,180763.75567167375,31.0,180794.75567167375,3,0,0,1,0,0,2,0,6,0,0,1,4,20,280,1.192408916434793,1.1050341285526974,21.87002850204925
5285,180794.75567167375,31.0,180825.75567167375,1,0,0,3,0,0,1,1,6,0,0,1,4,0,250,0.9422013293473978,1.0542687843276373,13.76468790927818
5286,180825.75567167375,31.583501396526117,180857.33917307027,0,0,0,1,0,0,5,0,6,0,0,1,4,0,270,1.1887674709300657,1.0087799648015727,25.467031395576864
5287,180857.33917307027,33.0978446045774,180890.43701767485,2,0,0,0,0,0,0,4,6,0,0,1,4,20,260,0.8837995678938895,0.9713329438281118,32.36846717773077
5288,180890.43701767485,31.0,180921.43701767485,3,0,0,2,0,0,1,0,6,0,0,1,4,20,270,1.0716863246834833,1.1667886588647125,32.72888648140445
5289,180921.43701767485,31.0,180952.43701767485,2,0,0,2,0,0,1,1,6,0,0,1,4,50,280,0.998322241810035,1.1871099806832737,20.654822072263222
5290,180952.43701767485,32.86872600502102,180985.30574367987,0,0,0,0,0,0,2,4,6,0,0,1,4,20,260,1.0493433327375474,0.8652561162182619,11.430272817464886
5291,180985.30574367987,33.20363303809427,181018.50937671796,0,0,0,1,0,0,4,1,6,0,0,1,4,50,280,1.133193699664037,0.9274009833538022,28.90086557667147
5292,181018.50937671796,33.85179830741254,181052.36117502538,1,0,0,1,0,0,2,1,5,0,0,1,4,20,250,1.0782592585125195,0.9490851373485247,34.867177764297466
5293,181052.36117502538,34.346154390252195,181086.70732941563,0,0,0,0,1,0,5,0,6,0,0,1,4,0,270,1.0759498185567595,0.873737769738152,30.50462889700364
5294,181086.70732941563,32.020881534874206,181118.7282109505,1,0,0,2,0,0,2,1,6,0,0,1,4,50,280,1.011238713351507,0.9318214831540224,21.097301894878754
5295,181118.7282109505,32.89231300808024,181151.62052395858,2,0,0,2,0,0,2,0,6,0,0,1,4,0,280,1.1869394231634292,0.9394171627253447,28.050748999584535
5296,181151.62052395858,34.33555790880928,181185.9560818674,1,0,0,1,0,0,2,1,5,0,0,1,4,0,260,1.0036849115950093,0.9101307664498254,34.023874446662106
5297,181185.9560818674,32.1614719752979,181218.1175538427,1,0,0,2,0,0,3,0,6,0,0,1,4,50,280,0.864818748969073,0.9117521218396534,10.082118193659062
5298,181218.1175538427,33.403374718822306,181251.5209285615,3,0,0,0,0,0,2,1,6,0,0,1,4,50,250,0.902946170239016,0.9986974574257211,36.57753039538809
5299,181251.5209285615,31.36166192110977,181282.88259048262,2,0,0,1,0,0,3,0,6,0,0,1,4,50,250,0.9535772090113641,0.9729970969276172,20.231638543853506
5300,181282.88259048262,33.684432254056446,181316.56702273668,0,0,0,2,0,0,2,2,6,0,0,1,4,0,270,1.1581888517347139,0.8171919616908888,13.97161455763474
5301,181316.56702273668,31.024990478210384,181347.5920132149,0,0,0,1,0,0,3,2,6,0,0,1,4,50,250,1.0206918685425446,0.9979217881087662,12.151803477634331
5302,181347.5920132149,32.040316373313544,181379.6323295882,3,0,0,2,0,0,1,0,6,0,0,1,4,20,270,0.9234965442669795,1.0866227120432705,35.31346967571717
5303,181379.6323295882,31.0,181410.6323295882,0,0,0,0,0,0,6,0,6,0,0,1,4,20,250,0.8609998067625966,1.0901938510955902,26.622326787537204
5304,181410.6323295882,31.0,181441.6323295882,2,0,0,0,0,0,3,1,6,0,0,1,4,20,270,1.0843150187035218,1.1470087750803477,23.930200102867268
5305,181441.6323295882,33.68695326455054,181475.31928285275,3,0,0,1,0,0,1,1,6,0,0,1,4,20,280,1.0490484501849715,1.0103351394945732,39.130627152186534
5306,181475.31928285275,32.180832879879745,181507.50011573263,0,0,0,0,0,0,2,2,4,0,0,1,4,0,260,1.0495196942985525,0.9104128782570613,13.895378753703012
5307,181507.50011573263,31.0,181538.50011573263,0,0,0,0,0,0,4,2,6,0,0,1,4,0,260,1.0574159580598699,1.1035256193381313,18.87095832246154
5308,181538.50011573263,32.57439296107623,181571.0745086937,1,0,0,2,0,0,2,1,6,0,0,1,4,20,250,0.8312037251980392,0.8840174315278535,19.79289924768721
5309,181571.0745086937,33.44098460461828,181604.51549329833,1,0,0,1,1,0,2,1,6,0,0,1,4,20,260,1.0782790371668693,0.8517047630571242,22.434704317842804
5310,181604.51549329833,31.04890058442834,181635.56439388276,2,0,0,1,0,0,2,1,6,0,0,1,4,0,270,0.8565214183947647,0.9959414899250001,11.972093241793779
5311,181635.56439388276,31.42509294563206,181666.9894868284,0,0,0,0,0,0,4,1,5,0,0,1,4,0,260,1.0357925707842688,0.9657875440047113,18.89073292192284
5312,181666.9894868284,35.2566753012361,181702.24616212962,1,0,0,0,0,0,4,1,6,0,0,1,4,20,270,0.9117927773557624,0.8454880761070664,32.694414869260854
5313,181702.24616212962,33.96126564999577,181736.20742777962,1,0,0,1,0,0,2,2,6,0,0,1,4,0,280,0.9614559738004176,0.8790242449681871,28.754373388435788
5314,181736.20742777962,31.79326449803193,181768.00069227765,2,0,0,2,1,0,1,0,6,0,0,1,4,20,280,1.198170679064386,0.9379935826277259,15.353528580715967
5315,181768.00069227765,35.638563910877565,181803.63925618853,1,0,0,2,0,0,1,2,6,0,0,1,4,0,270,0.8361920959045298,0.8550859723362161,35.65572200791422
5316,181803.63925618853,31.0,181834.63925618853,1,0,0,1,0,0,4,0,6,0,0,1,4,20,280,0.8024418739020913,1.025737369264033,13.688234309189118
5317,181834.63925618853,32.04275261142175,181866.68200879995,1,1,0,2,0,0,1,1,6,0,0,1,4,0,250,0.8839220746913999,1.0372555394680338,31.299467651502734
5318,181866.68200879995,33.41638081544079,181900.0983896154,0,0,0,2,1,0,3,0,6,0,0,1,4,0,270,0.9536877714549976,0.8323864466146951,10.19047626442113
5319,181900.0983896154,31.372048740653554,181931.47043835605,0,0,0,0,0,0,3,3,6,0,0,1,4,20,270,1.100371169070488,1.0043084958715494,23.4232720705863
5320,181931.47043835605,35.14328226033831,181966.61372061638,2,0,0,1,0,0,3,0,6,0,0,1,4,20,250,1.1688423024554497,0.9279132922671982,39.89087101960753
5321,181966.61372061638,33.31218562508002,181999.92590624146,1,0,0,0,0,0,3,2,6,0,0,1,4,0,270,0.9941591291949539,0.8384463641225468,12.390402531838237
5322,181999.92590624146,33.83118490310153,182033.75709114457,1,0,0,2,1,0,2,0,6,0,0,1,4,50,280,1.081993512460099,0.8848906869650327,28.564304580689058
5323,182033.75709114457,31.606189053418348,182065.36328019798,1,0,0,1,0,0,1,3,6,0,0,1,4,50,260,1.1494641792237628,0.9519133775611393,19.988285076953446
5324,182065.36328019798,35.68395735201193,182101.04723755,0,0,0,1,0,0,3,2,6,0,0,1,4,20,250,1.1124453555957348,0.802733627010206,30.399441070652284
5325,182101.04723755,31.858636291523,182132.90587384152,0,0,0,1,1,0,2,2,6,0,0,1,4,0,260,0.9556897975899779,1.1358086865220707,37.83608060715215
5326,182132.90587384152,33.80176489637233,182166.7076387379,2,0,0,0,0,0,2,1,5,0,0,1,4,20,250,1.0955830773177164,0.8220248625991045,21.37595950731407
5327,182166.7076387379,31.346333617926575,182198.05397235582,1,0,0,2,1,0,1,1,6,0,0,1,4,20,280,0.9872536569025944,0.9719484643266062,14.426153612710234
5328,182198.05397235582,31.0,182229.05397235582,2,0,0,1,0,0,2,1,6,0,0,1,4,0,250,0.9274670661413109,1.1759456427421813,14.741893361186982
5329,182229.05397235582,31.0,182260.05397235582,1,1,0,0,1,0,2,1,6,0,0,1,4,20,270,1.065534230701085,1.0829758489784171,16.20349293548828
5330,182260.05397235582,31.0,182291.05397235582,2,0,0,2,0,0,2,0,6,0,0,1,4,50,280,0.9922867297359413,1.1863614058726384,15.21687888885269
5331,182291.05397235582,31.21481143933488,182322.26878379515,1,0,0,0,0,0,5,0,6,0,0,1,4,0,280,0.9053004576171167,1.1692417844588148,35.97855392011128
5332,182322.26878379515,31.0,182353.26878379515,1,0,0,0,0,0,5,0,6,0,0,1,4,20,270,1.1266758849530594,1.1180256670070052,15.199822645789194
5333,182353.26878379515,33.93265859645908,182387.2014423916,1,0,0,1,0,0,3,0,5,0,0,1,4,20,250,0.8670653822413923,0.9820904952698324,38.17375872495035
5334,182387.2014423916,36.28719443746377,182423.48863682908,1,0,0,2,0,0,2,1,6,0,0,1,4,50,250,1.1089949247656572,0.8150564081761673,34.83344839674689
5335,182423.48863682908,33.357052218634635,182456.8456890477,4,0,0,1,0,0,1,0,6,0,0,1,4,20,280,1.0836895065440457,0.8358261722022262,13.176273882172454
5336,182456.8456890477,31.503325164783746,182488.3490142125,2,0,0,0,0,0,3,1,6,0,0,1,4,20,270,1.1065288900000754,1.058646127489935,29.34225608182424
5337,182488.3490142125,31.046869712590706,182519.39588392508,2,0,0,1,1,0,2,0,6,0,0,1,4,0,250,0.9975687865312475,0.9961093866117234,17.668484727107934
5338,182519.39588392508,35.612616676517064,182555.0085006016,1,0,0,1,0,0,3,1,6,0,0,1,4,50,250,0.8895892489900806,0.8168374325250098,31.56838218704023
5339,182555.0085006016,33.11367709829938,182588.1221776999,0,0,0,0,0,0,5,1,6,0,0,1,4,50,280,1.100033188197457,1.0357197478103557,37.90838267411644
5340,182588.1221776999,33.14202753425343,182621.26420523415,2,0,0,2,1,0,1,0,6,0,0,1,4,20,280,1.0457182166233294,0.9154804573324041,27.312644847141037
5341,182621.26420523415,34.16401975098415,182655.42822498514,1,0,0,0,0,0,4,1,6,0,0,1,4,20,250,0.9235152596967441,0.8868373178627178,30.767523801218285
5342,182655.42822498514,33.38463368889643,182688.81285867403,0,0,0,1,0,0,3,1,5,0,0,1,4,0,260,0.9159452119788505,0.8659264837380924,23.661159110504364
5343,182688.81285867403,32.711458019563,182721.5243166936,2,0,0,0,0,0,3,1,6,0,0,1,4,50,280,1.0451204490671928,0.8751804500203811,18.792445979849372
5344,182721.5243166936,32.74922682152828,182754.27354351513,3,0,0,0,0,0,2,1,6,0,0,1,4,50,270,0.8238554598162603,0.8932248944341832,22.28929406314341
5345,182754.27354351513,31.667807654244825,182785.94135116937,1,0,0,3,0,0,1,1,6,0,0,1,4,20,280,1.1885959110536797,1.1391009453344756,36.839407815686506
5346,182785.94135116937,34.163460524054244,182820.10481169343,1,0,0,0,1,0,2,1,5,0,0,1,4,20,270,0.8716798771592811,0.820553787961551,23.55585520547008
5347,182820.10481169343,33.40413355201599,182853.50894524544,0,0,0,2,0,0,3,1,6,0,0,1,4,0,260,0.8268157025268696,0.9592051822437357,33.14744673878222
5348,182853.50894524544,32.299765036208555,182885.80871028165,2,0,0,2,0,0,2,0,6,0,0,1,4,50,280,1.0491871039391696,0.9022715790337222,18.938883325901223
5349,182885.80871028165,33.03322412338457,182918.84193440503,2,0,0,0,0,0,3,1,6,0,0,1,4,50,250,1.031271422171127,0.974019161371392,32.20772886997051
5350,182918.84193440503,31.0,182949.84193440503,3,0,0,0,0,0,3,0,6,0,0,1,4,20,280,0.9276492609479317,1.0650398621776804,25.949041465939672
5351,182949.84193440503,31.0,182980.84193440503,1,0,0,1,1,0,2,1,6,0,0,1,4,0,270,0.8338042297616298,1.1281604622948955,25.75885147922889
5352,182980.84193440503,31.0,183011.84193440503,4,0,0,1,0,0,1,0,6,0,0,1,4,50,280,0.9247013087516537,1.1211715644873668,11.913928283964312
5353,183011.84193440503,32.18357232114067,183044.02550672618,1,0,0,2,0,0,1,2,6,0,0,1,4,0,270,0.8446072470391924,0.9873040240684692,27.80715164453577
5354,183044.02550672618,35.1065484250139,183079.1320551512,3,0,0,1,0,0,1,0,5,0,0,1,4,0,280,0.9482428907134335,0.8274731273340044,29.96220210409616
5355,183079.1320551512,31.45976941662957,183110.59182456782,0,0,0,0,2,0,3,1,6,0,0,1,4,0,280,1.1227012826259197,1.0681856223777362,29.83779740172486
5356,183110.59182456782,36.55530353344511,183147.14712810126,1,0,1,2,0,0,2,0,6,0,0,1,4,50,280,1.190558700643285,0.851200671814311,39.69530343168409
5357,183147.14712810126,31.0,183178.14712810126,1,0,0,0,0,0,3,1,5,0,0,1,4,50,260,1.1687890416602011,1.1951685292995613,11.786284376407295
5358,183178.14712810126,34.608945644897176,183212.75607374616,2,0,0,3,0,0,1,0,6,0,0,1,4,20,280,0.8983959581655923,0.8404412471963261,28.525442099841513
5359,183212.75607374616,33.6902378933155,183246.44631163948,2,0,0,2,0,1,1,0,6,0,0,1,4,50,280,1.0665575306721211,0.8665496673008991,25.733158171167304
5360,183246.44631163948,32.07508574819076,183278.52139738767,3,0,0,1,0,0,1,1,6,0,0,1,4,50,250,1.0254887961384862,0.9177760078298319,14.917938973368546
5361,183278.52139738767,35.8197522694245,183314.3411496571,2,0,0,0,2,0,2,0,6,0,0,1,4,20,250,0.9912056018408546,0.883148678182223,39.215539719921395
5362,183314.3411496571,31.46431047024089,183345.80546012733,0,0,0,0,0,0,6,0,6,0,0,1,4,50,260,0.830491841513212,1.0798642591370338,30.845386721369152
5363,183345.80546012733,32.454167632211465,183378.25962775954,0,0,0,0,0,0,1,4,5,0,0,1,4,50,260,1.0998936095834622,0.891916938159953,16.57133088886236
5364,183378.25962775954,31.0,183409.25962775954,2,0,0,0,0,0,1,3,6,0,0,1,4,50,260,0.9405776299074745,1.1867725310963175,14.249199022074901
5365,183409.25962775954,33.72438733247691,183442.98401509202,1,0,0,2,0,0,2,1,6,0,0,1,4,0,260,1.0962740781606777,0.8149744861395857,14.861663715964436
5366,183442.98401509202,33.68642592756078,183476.67044101958,1,0,0,2,1,0,1,1,6,0,0,1,4,0,250,1.0628866367811862,0.8884102985888088,28.028865753831578
5367,183476.67044101958,32.709006477176445,183509.37944749676,3,0,0,0,0,0,2,1,6,0,0,1,4,50,270,0.9375110336043647,0.875336956036197,11.306306026236179
5368,183509.37944749676,32.3090613661916,183541.68850886295,1,0,0,1,0,0,4,0,6,0,0,1,4,50,250,0.8790213745786177,0.9016413456835172,11.736985357346603
5369,183541.68850886295,32.00308138070977,183573.69159024366,0,0,0,2,0,0,4,0,6,0,0,1,4,0,250,0.9964987722906495,1.1095964525147255,36.82938634391422
5370,183573.69159024366,31.0,183604.69159024366,1,0,0,0,0,0,3,2,6,0,0,1,4,0,260,0.9804771679526412,1.1509799416202982,24.33080670192085
5371,183604.69159024366,31.0,183635.69159024366,1,0,0,1,0,0,3,0,5,0,0,1,4,0,280,0.8336983337350417,1.0705055791601223,25.507142193559204
5372,183635.69159024366,35.28181982054957,183670.9734100642,2,0,0,3,0,0,1,0,6,0,0,1,4,0,280,1.0528298261977513,0.8126469999155614,29.306457618350287
5373,183670.9734100642,34.30969644128345,183705.2831065055,0,0,0,2,0,0,2,2,6,0,0,1,4,20,260,1.0924986700720722,0.9481129202617661,37.32873149025761
5374,183705.2831065055,31.0,183736.2831065055,1,0,0,0,0,0,3,2,6,0,0,1,4,50,250,0.9839350575990848,1.1844487110271973,31.21810212239045
5375,183736.2831065055,31.0,183767.2831065055,0,0,0,1,1,0,2,2,6,0,0,1,4,20,260,1.024991834321777,1.1462300311185931,15.075141709475348
5376,183767.2831065055,35.028715757332975,183802.31182226283,0,0,0,2,1,0,2,1,6,0,0,1,4,50,260,1.095180622568388,0.9169236744816127,38.35128907809821
5377,183802.31182226283,31.0,183833.31182226283,2,0,0,0,1,0,3,0,6,0,0,1,4,0,280,0.9696928211404565,1.1397803084152398,26.4360781052661
5378,183833.31182226283,31.06676816972322,183864.37859043255,1,0,0,1,1,0,2,1,6,0,0,1,4,50,250,1.1547491005348358,1.0979256945594331,29.423126014972333
5379,183864.37859043255,33.60742356843548,183897.98601400098,0,0,0,0,1,0,1,3,5,0,0,1,4,50,250,1.0972349867024556,0.846042144640351,22.900805766126087
5380,183897.98601400098,32.943476482265396,183930.92949048325,1,0,0,0,0,0,3,2,6,0,0,1,4,0,250,0.9615465399798636,1.0688271846406074,39.48020020595736
5381,183930.92949048325,31.478289250197122,183962.40777973345,2,0,0,1,0,0,2,1,6,0,0,1,4,0,280,0.8100646512672365,0.9803849264693416,21.908907340856807
5382,183962.40777973345,32.754901031497866,183995.16268076494,2,0,0,3,0,0,1,0,6,0,0,1,4,20,280,0.8746192999609933,1.0664883248791384,38.19729391501956
5383,183995.16268076494,33.377155979163945,184028.5398367441,1,0,0,0,1,0,3,1,6,0,0,1,4,20,270,1.1090050362339898,0.953925377097114,32.50285967363018
5384,184028.5398367441,31.520279227610445,184060.06011597172,2,0,0,0,0,0,3,1,6,0,0,1,4,50,270,0.8113804296584848,1.1684431355045792,37.97246705421777
5385,184060.06011597172,33.68659499817295,184093.7467109699,3,0,0,1,0,0,1,1,6,0,0,1,4,50,250,0.8578703989261451,0.895330634123492,28.74079462096206
