lote,tiempo_inicio_lote,tiempo_ciclo,tiempo_averia,envase,parison_cm,rebaba_gr,defectos,no_detectados,volumen,espesor
558,95.28717715,0.1704921277,0,1,26.94207513,4.854764722,2,0,1173.253382,0.7064221318
558,95.28717715,0.1704921277,0,2,26.0912422,0.7527697102,2,0,1152.136792,0.7392791915
558,95.28717715,0.1704921277,0,3,26.97339798,4.853621707,2,1,877.9454018,0.6210295317
558,95.28717715,0.1704921277,0,4,26.47705956,2.458126916,1,0,1203.999325,0.6868244345
558,95.28717715,0.1704921277,0,5,27.38553795,6.357975697,2,0,988.8879792,0.7578955533
558,95.28717715,0.1704921277,0,6,26.92824409,3.615266859,2,0,1220.451576,0.7428154291
559,95.45766928,0.193258756,0,1,27.29314007,5.537119584,2,0,1178.942746,0.7718032278
559,95.45766928,0.193258756,0,2,26.58426488,3.131572399,2,1,870.3574647,0.5013397465
559,95.45766928,0.193258756,0,3,26.41497984,1.58122846,2,0,1231.862205,0.7269402586
559,95.45766928,0.193258756,0,4,26.57571957,3.15220335,2,0,1101.486395,0.7662752406
559,95.45766928,0.193258756,0,5,26.47232157,2.76754006,2,0,870.3755517,0.749102567
559,95.45766928,0.193258756,0,6,27.49668114,5.264619754,2,0,1020.181135,0.610498518
560,95.65092803,0.1917527928,0,1,27.162198,5.165137005,1,0,933.9003798,0.6626347769
560,95.65092803,0.1917527928,0,2,26.01972148,1.456191945,2,0,987.7897451,0.5671087224
560,95.65092803,0.1917527928,0,3,26.65657098,3.32595161,2,0,1037.246013,0.5275613132
560,95.65092803,0.1917527928,0,4,26.95265462,3.520997318,2,0,1126.650948,0.7631721762
560,95.65092803,0.1917527928,0,5,26.06257197,0.7694291058,3,0,1047.04536,0.689585091
560,95.65092803,0.1917527928,0,6,26.21809886,2.314496427,2,0,1039.128764,0.7100472181
561,95.84268083,0.1804583386,0,1,26.07685104,1.095427853,1,0,1091.092137,0.6126421615
561,95.84268083,0.1804583386,0,2,26.12982284,1.746256186,2,0,1093.897587,0.5891231551
561,95.84268083,0.1804583386,0,3,26.52491662,3.230018708,2,0,968.9921475,0.7903763244
561,95.84268083,0.1804583386,0,4,26.17601112,0.6815485874,1,0,1230.930249,0.6655769998
561,95.84268083,0.1804583386,0,5,26.82588712,3.858091119,1,0,893.1156115,0.6343238844
561,95.84268083,0.1804583386,0,6,26.33302776,2.205777169,3,0,1179.876573,0.5722028311
562,96.02313917,0.1739493726,0,1,27.25256276,6.232403597,2,1,1161.284862,0.5735476638
562,96.02313917,0.1739493726,0,2,27.10053737,5.076676601,2,1,914.0768959,0.5943434488
562,96.02313917,0.1739493726,0,3,27.464152,5.436089818,2,0,1187.254088,0.7323888142
562,96.02313917,0.1739493726,0,4,26.94635699,4.256720673,1,0,967.8419038,0.6499955544
562,96.02313917,0.1739493726,0,5,27.2592431,5.229579093,2,0,1112.455818,0.7703756416
562,96.02313917,0.1739493726,0,6,27.16255158,5.879945522,1,0,1004.882884,0.5041314879
563,96.19708854,0.1865169882,0,1,26.0348561,1.214266337,0,0,1000.973089,0.6510741419
563,96.19708854,0.1865169882,0,2,26.32541562,1.225328322,1,0,1247.361563,0.6328597255
563,96.19708854,0.1865169882,0,3,27.4791177,6.296137352,3,0,953.3914067,0.7724985947
563,96.19708854,0.1865169882,0,4,27.37690663,5.750983797,1,0,1168.366362,0.6617558436
563,96.19708854,0.1865169882,0,5,27.09069496,4.425452269,1,0,1018.942805,0.6267492482
563,96.19708854,0.1865169882,0,6,27.26279618,4.85782099,1,1,1049.479975,0.6667346932
564,96.38360553,0.1819258943,0,1,26.50045065,3.666782213,2,0,964.9324477,0.7686002219
564,96.38360553,0.1819258943,0,2,27.26109717,5.765870332,2,0,916.8353944,0.7911384891
564,96.38360553,0.1819258943,0,3,26.2385749,1.289860422,2,0,894.4844827,0.7928096895
564,96.38360553,0.1819258943,0,4,26.78128044,4.173566241,2,0,855.6136129,0.7731288331
564,96.38360553,0.1819258943,0,5,26.72866844,3.88325285,1,0,896.7376786,0.6843377308
564,96.38360553,0.1819258943,0,6,26.68162574,3.613911019,1,0,1074.886613,0.6265732566
565,96.56553142,0.1572088431,0,1,26.65743952,4.157023356,2,0,891.6853882,0.6550292116
565,96.56553142,0.1572088431,0,2,26.78710567,3.039710528,2,0,1064.556472,0.7251872888
565,96.56553142,0.1572088431,0,3,26.5406035,2.644273011,2,0,1243.182573,0.5181186711
565,96.56553142,0.1572088431,0,4,26.61562788,3.1239634,1,0,1182.973176,0.6738867212
565,96.56553142,0.1572088431,0,5,27.24193432,5.532208965,2,0,964.1474332,0.6171083159
565,96.56553142,0.1572088431,0,6,26.99901021,5.254208404,2,0,1021.875824,0.6066853885
566,96.72274026,0.1945232454,0,1,26.97622409,3.740720865,2,0,1140.871517,0.7586586671
566,96.72274026,0.1945232454,0,2,27.02977763,5.265301663,2,0,1052.578726,0.7678754161
566,96.72274026,0.1945232454,0,3,26.0687735,1.136378924,1,0,1009.94546,0.7659888501
566,96.72274026,0.1945232454,0,4,26.95899548,4.082877146,2,1,1117.578247,0.5758482464
566,96.72274026,0.1945232454,0,5,26.45990839,2.957991304,1,0,974.0445937,0.6725925363
566,96.72274026,0.1945232454,0,6,27.27465883,4.635247891,1,0,1049.634972,0.6471034192
567,96.91726351,0.1694703529,0,1,26.74031563,3.232600817,2,0,1089.802252,0.7700785314
567,96.91726351,0.1694703529,0,2,27.26078822,4.756853438,2,0,1235.771303,0.7213265735
567,96.91726351,0.1694703529,0,3,26.20084843,2.624415313,2,0,948.4390754,0.7898595266
567,96.91726351,0.1694703529,0,4,26.68482379,3.262051111,1,0,1130.889387,0.6035152875
567,96.91726351,0.1694703529,0,5,26.39274214,2.65209696,1,0,1038.979161,0.6363256584
567,96.91726351,0.1694703529,0,6,26.84438065,2.985533158,2,0,1114.598539,0.5887457313
568,97.08673386,0.1781275202,0,1,26.38951009,1.610035476,1,0,949.052191,0.6137810803
568,97.08673386,0.1781275202,0,2,26.77357715,2.85942715,2,0,1196.65257,0.5539803422
568,97.08673386,0.1781275202,0,3,27.48195174,6.98860456,2,0,954.4169165,0.5793497309
568,97.08673386,0.1781275202,0,4,26.04023952,1.685652902,1,0,1136.688691,0.6402194381
568,97.08673386,0.1781275202,0,5,27.12427711,5.259737059,1,0,979.0712444,0.6349399921
568,97.08673386,0.1781275202,0,6,26.15113145,0.6734680376,2,0,1059.218845,0.5219972781
569,97.26486138,0.1544945507,0,1,26.08735945,2.018245535,2,0,1238.635085,0.515554804
569,97.26486138,0.1544945507,0,2,26.26895806,1.455233913,1,0,936.9251495,0.6331354284
569,97.26486138,0.1544945507,0,3,26.38300151,2.327153044,1,0,1048.412939,0.6575827592
569,97.26486138,0.1544945507,0,4,27.05055324,4.992733961,2,0,1047.852786,0.5986434918
569,97.26486138,0.1544945507,0,5,27.29954856,6.176586266,1,0,994.7794535,0.5803117956
569,97.26486138,0.1544945507,0,6,27.11354968,3.946131058,2,0,916.231392,0.7425720233
570,97.41935593,0.1584816211,0,1,26.49723917,2.193903092,1,0,1233.096686,0.6083351813
570,97.41935593,0.1584816211,0,2,26.49420183,2.501320504,2,0,1106.458513,0.7451847505
570,97.41935593,0.1584816211,0,3,27.17884366,4.482772326,2,0,1171.051213,0.7405313559
570,97.41935593,0.1584816211,0,4,26.08460169,0.3070906951,2,0,1152.135291,0.7633663166
570,97.41935593,0.1584816211,0,5,26.00419464,1.815408588,1,0,927.3124221,0.684219946
570,97.41935593,0.1584816211,0,6,27.06337621,5.58527593,2,0,1212.745428,0.7050992969
571,97.57783755,0.1922488111,0,1,27.18981266,5.256350675,2,0,915.4074838,0.5780442262
571,97.57783755,0.1922488111,0,2,26.40148328,2.975874956,1,0,969.9145116,0.6962418503
571,97.57783755,0.1922488111,0,3,26.94949242,4.672569717,1,0,1155.146833,0.6153092321
571,97.57783755,0.1922488111,0,4,26.67570032,4.21974902,3,0,1115.933317,0.7531389259
571,97.57783755,0.1922488111,0,5,27.36182189,6.362887214,2,0,912.4219368,0.5266019694
571,97.57783755,0.1922488111,0,6,26.55992774,2.825551097,2,0,959.5555165,0.7486014606
572,97.77008637,0.1934050377,0,1,27.48086275,5.9847274,2,0,850.5879991,0.5243529312
572,97.77008637,0.1934050377,0,2,26.68697229,2.797582291,1,0,1221.247391,0.6088260347
572,97.77008637,0.1934050377,0,3,27.12847024,5.415902803,2,0,979.7703582,0.5063035685
572,97.77008637,0.1934050377,0,4,27.29572169,6.225864413,1,0,1131.189488,0.6909403667
572,97.77008637,0.1934050377,0,5,27.31279656,5.202786952,2,0,855.077071,0.5611519913
572,97.77008637,0.1934050377,0,6,27.20462898,4.985925137,3,0,930.9571208,0.7803660927
573,97.9634914,0.1491450131,0,1,26.69018174,4.103398269,2,0,873.4415688,0.5355240415
573,97.9634914,0.1491450131,0,2,27.39512907,5.673720918,2,0,1014.96342,0.5096838442
573,97.9634914,0.1491450131,0,3,27.00429725,4.506938752,2,0,1054.508722,0.5055196654
573,97.9634914,0.1491450131,0,4,26.60490182,3.186275092,1,0,936.7184891,0.6044646776
573,97.9634914,0.1491450131,0,5,27.41755444,6.117747503,2,0,943.7328458,0.7618126499
573,97.9634914,0.1491450131,0,6,27.20279288,4.65597609,2,0,1247.703589,0.7556077438
574,98.11263642,0.166743718,0,1,27.24839691,5.00113164,2,0,923.0043261,0.5881328659
574,98.11263642,0.166743718,0,2,27.00516181,3.865140018,1,0,980.4209562,0.6703696347
574,98.11263642,0.166743718,0,3,27.32297998,6.305229124,2,0,884.3170428,0.5668134625
574,98.11263642,0.166743718,0,4,26.07223844,1.118095459,1,1,960.3072998,0.632029382
574,98.11263642,0.166743718,0,5,27.36167759,5.770793099,1,1,1154.233966,0.684868188
574,98.11263642,0.166743718,0,6,26.08152078,1.533536066,1,0,1165.842574,0.660471504
575,98.27938013,0.1824572654,0,1,26.14402564,1.459585497,2,0,1020.656374,0.7167544165
575,98.27938013,0.1824572654,0,2,27.11056906,5.388029132,3,0,1072.847986,0.5089397386
575,98.27938013,0.1824572654,0,3,27.05249727,4.049304517,3,0,1085.763466,0.7106692061
575,98.27938013,0.1824572654,0,4,26.83757899,3.811710535,1,0,886.9455977,0.6042647345
575,98.27938013,0.1824572654,0,5,27.26421223,6.167189102,1,0,1094.008584,0.6769387908
575,98.27938013,0.1824572654,0,6,26.39353621,2.627497055,2,0,1173.923741,0.5697216255
576,98.4618374,0.1844387603,0,1,27.1120924,4.433142731,2,0,1096.80055,0.7230611034
576,98.4618374,0.1844387603,0,2,26.60809977,2.688375449,2,0,1109.181532,0.6016613129
576,98.4618374,0.1844387603,0,3,26.23564123,2.697682831,1,0,997.364741,0.7928862436
576,98.4618374,0.1844387603,0,4,27.47097159,5.606300336,3,0,1176.324377,0.5448960409
576,98.4618374,0.1844387603,0,5,27.41471043,5.299560376,1,0,1080.441984,0.6297352791
576,98.4618374,0.1844387603,0,6,26.06644868,2.019851785,4,0,1158.518816,0.7161294062
577,98.64627616,0.1800441255,0,1,27.12373129,3.992772118,2,0,1080.616055,0.7601872513
577,98.64627616,0.1800441255,0,2,26.5280903,2.120437876,2,0,857.7877746,0.5181462244
577,98.64627616,0.1800441255,0,3,26.12653573,0.8402847422,1,0,999.3102308,0.5060260878
577,98.64627616,0.1800441255,0,4,27.41469144,5.921531397,2,1,1211.801147,0.5856793358
577,98.64627616,0.1800441255,0,5,26.88516821,4.182675127,1,0,944.5478975,0.6318742439
577,98.64627616,0.1800441255,0,6,26.11288404,0.7480848252,3,0,1083.329733,0.7215809323
578,98.82632029,0.1618604859,0,1,27.20965394,4.91225866,1,0,1166.840109,0.6166763476
578,98.82632029,0.1618604859,0,2,26.61177088,2.66111956,2,0,932.2050803,0.5841882663
578,98.82632029,0.1618604859,0,3,27.41397498,5.054146011,2,1,880.0687091,0.7033329656
578,98.82632029,0.1618604859,0,4,26.29952155,2.492705126,1,1,1003.733956,0.754673208
578,98.82632029,0.1618604859,0,5,27.05164794,5.283027995,1,0,924.2164477,0.6520543584
578,98.82632029,0.1618604859,0,6,27.36937334,5.440747322,3,0,1231.385743,0.7266804071
579,98.98818077,0.1690000237,0,1,27.13954358,5.039687179,2,0,1227.297633,0.7668750037
579,98.98818077,0.1690000237,0,2,27.05598565,3.75960974,3,0,919.7679338,0.7876527709
579,98.98818077,0.1690000237,0,3,27.20332746,5.20164008,2,0,1162.821146,0.5815985364
579,98.98818077,0.1690000237,0,4,27.17200774,4.563012097,2,0,1016.671158,0.7591972386
579,98.98818077,0.1690000237,0,5,27.1567086,6.028728807,2,0,968.8155672,0.5722072416
579,98.98818077,0.1690000237,0,6,26.04942073,1.795019538,2,0,898.6117171,0.7277726776
580,99.1571808,0.1717707778,0,1,26.08589277,1.673704167,2,0,973.6677867,0.5022110325
580,99.1571808,0.1717707778,0,2,26.47207163,2.746648392,1,0,1197.46511,0.6481790033
580,99.1571808,0.1717707778,0,3,27.29823898,4.893918838,2,0,896.539424,0.6032209116
580,99.1571808,0.1717707778,0,4,26.68952548,3.739010272,3,1,1239.42911,0.7476778673
580,99.1571808,0.1717707778,0,5,27.43248479,5.383671093,1,0,880.0646371,0.6987513291
580,99.1571808,0.1717707778,0,6,26.92419605,3.410204129,2,1,1216.351598,0.583174614
581,99.32895157,0.1528694351,0,1,27.26372986,4.847199667,1,0,1070.562807,0.6301714899
581,99.32895157,0.1528694351,0,2,27.46120073,5.202592746,2,0,924.9974353,0.5396140419
581,99.32895157,0.1528694351,0,3,26.50688965,2.193910752,2,0,879.8472935,0.718766792
581,99.32895157,0.1528694351,0,4,27.46319607,6.093782757,2,0,1180.811411,0.5449489086
581,99.32895157,0.1528694351,0,5,26.33793168,3.147307249,2,0,869.9550904,0.7386071132
581,99.32895157,0.1528694351,0,6,26.82893095,3.11487718,2,0,1131.028324,0.508299351
582,99.48182101,0.1541161368,0,1,26.94968754,5.305775691,2,0,940.0595861,0.5767023081
582,99.48182101,0.1541161368,0,2,26.75300677,4.169867058,2,0,1107.133148,0.5175963061
582,99.48182101,0.1541161368,0,3,26.6089516,2.170084753,2,0,1069.018915,0.6811997302
582,99.48182101,0.1541161368,0,4,27.22213258,5.214682752,2,0,1081.347728,0.5484549427
582,99.48182101,0.1541161368,0,5,27.41887068,6.965816925,1,0,1104.949337,0.6545607447
582,99.48182101,0.1541161368,0,6,26.24700153,1.151754099,2,0,1105.593778,0.73537518
583,99.63593715,0.2030017837,0,1,27.17779242,5.581185539,2,0,968.1416902,0.5757564216
583,99.63593715,0.2030017837,0,2,26.87070216,3.76788133,2,0,875.7706042,0.5889779308
583,99.63593715,0.2030017837,0,3,27.46082311,5.979382654,0,0,990.0367716,0.641141281
583,99.63593715,0.2030017837,0,4,26.84823921,4.859561837,1,1,1231.57396,0.6830600635
583,99.63593715,0.2030017837,0,5,26.6595354,2.540763634,1,1,1184.4156,0.6255027436
583,99.63593715,0.2030017837,0,6,27.11450407,4.813986552,2,0,1113.367635,0.5564622661
584,99.83893893,0.1421145609,0,1,26.8240472,4.00271861,1,0,1095.623705,0.6052985991
584,99.83893893,0.1421145609,0,2,27.37573424,6.357620967,2,0,1211.522106,0.5078900637
584,99.83893893,0.1421145609,0,3,27.41380784,5.534613147,2,0,1174.874577,0.7344323453
584,99.83893893,0.1421145609,0,4,26.83262089,4.767280721,2,0,917.8292374,0.7696883091
584,99.83893893,0.1421145609,0,5,26.23286409,1.754756554,1,0,1235.97966,0.6741047365
584,99.83893893,0.1421145609,0,6,26.37632643,2.378960459,3,0,983.9787238,0.749805172
585,99.98105349,0.1543062083,0,1,27.25882041,6.003875951,2,0,1155.021316,0.5366554615
585,99.98105349,0.1543062083,0,2,26.02266934,0.9457349307,1,0,1190.080395,0.6016586859
585,99.98105349,0.1543062083,0,3,26.95601994,4.285065376,3,0,857.4242237,0.7212866033
585,99.98105349,0.1543062083,0,4,26.15232453,1.451310684,1,1,855.080768,0.6468821508
585,99.98105349,0.1543062083,0,5,27.48250129,5.438772576,1,0,1189.86481,0.677329298
585,99.98105349,0.1543062083,0,6,27.11766577,4.670192817,1,0,1126.731065,0.6901207447
586,100.1353597,0.1768350931,0,1,26.06433548,1.57870413,1,0,1229.108048,0.6467082137
586,100.1353597,0.1768350931,0,2,26.39833925,2.76929279,2,0,1240.256036,0.7771760708
586,100.1353597,0.1768350931,0,3,27.04275463,3.83351168,1,0,1052.805982,0.6153950754
586,100.1353597,0.1768350931,0,4,26.2791283,1.455693872,2,0,852.9735361,0.7042124493
586,100.1353597,0.1768350931,0,5,26.28916741,1.16560297,2,0,880.0980882,0.7985899566
586,100.1353597,0.1768350931,0,6,26.69189951,4.280127399,2,0,893.46117,0.7996421604
587,100.3121948,0.1567118126,0,1,26.45797839,3.413696466,1,0,1167.40061,0.6252677281
587,100.3121948,0.1567118126,0,2,26.02825074,1.190082232,1,0,942.557682,0.691126413
587,100.3121948,0.1567118126,0,3,27.3351129,5.497680731,2,0,1039.568998,0.720740053
587,100.3121948,0.1567118126,0,4,27.12658329,5.298178147,2,0,1053.302165,0.6862462887
587,100.3121948,0.1567118126,0,5,26.05097643,2.05770318,2,1,932.0901789,0.7077444674
587,100.3121948,0.1567118126,0,6,27.36634829,6.324395564,2,0,1056.511763,0.5569955635
588,100.4689066,0.1716270406,0,1,26.42934259,2.332548745,3,0,894.7779437,0.5242722893
588,100.4689066,0.1716270406,0,2,26.97346308,5.194586817,2,0,943.5464112,0.7184179205
588,100.4689066,0.1716270406,0,3,27.03256259,4.695879175,2,0,1113.664897,0.5556209423
588,100.4689066,0.1716270406,0,4,26.7103413,3.536693814,2,0,974.3634047,0.774160883
588,100.4689066,0.1716270406,0,5,26.1064331,1.050764825,2,0,1124.283773,0.6592262034
588,100.4689066,0.1716270406,0,6,26.97217904,4.071844911,2,0,1093.83315,0.5664181238
589,100.6405336,0.1735633286,0,1,26.8903477,3.616782072,1,1,1020.279484,0.6045115931
589,100.6405336,0.1735633286,0,2,26.62148586,3.90208025,2,0,1102.935726,0.7442658749
589,100.6405336,0.1735633286,0,3,26.82881086,3.03954782,1,0,1177.039312,0.6166408446
589,100.6405336,0.1735633286,0,4,26.44228098,1.763532526,2,0,1204.950419,0.5002626224
589,100.6405336,0.1735633286,0,5,26.27872923,2.611362864,2,0,973.0282441,0.5989179292
589,100.6405336,0.1735633286,0,6,26.03800082,0.9654761362,2,0,1030.840869,0.7906585643
590,100.814097,0.1787774055,0,1,26.82317034,4.179536618,1,0,879.7812006,0.6238654105
590,100.814097,0.1787774055,0,2,27.29094974,5.078109947,2,0,1016.594308,0.5256868137
590,100.814097,0.1787774055,0,3,26.3505699,1.378507701,1,0,960.6299787,0.6017596696
590,100.814097,0.1787774055,0,4,26.92920228,5.242005395,2,0,1211.588824,0.5570327239
590,100.814097,0.1787774055,0,5,26.71908325,3.559256877,3,0,874.8953734,0.5361626908
590,100.814097,0.1787774055,0,6,27.08115272,4.213300144,2,0,851.3470947,0.5702442186
591,100.9928744,0.1565429269,0,1,26.0144107,1.512907761,1,0,1206.773695,0.6646769045
591,100.9928744,0.1565429269,0,2,26.74404089,4.063582621,2,0,1217.176667,0.5009243359
591,100.9928744,0.1565429269,0,3,26.43639694,2.250414465,1,0,1038.379412,0.6101425944
591,100.9928744,0.1565429269,0,4,26.10686274,0.3967778094,2,0,934.8753263,0.5445384284
591,100.9928744,0.1565429269,0,5,26.78505639,4.007964987,2,0,1246.29289,0.6436534894
591,100.9928744,0.1565429269,0,6,27.46067631,6.477508494,1,0,1181.219197,0.6224060726
592,101.1494173,0.1895894152,0,1,26.31938327,2.639863806,2,0,886.5611658,0.5253865301
592,101.1494173,0.1895894152,0,2,26.57675828,2.406461782,2,0,955.1429015,0.7355929599
592,101.1494173,0.1895894152,0,3,27.42890006,6.194599884,2,0,974.1182524,0.7113289295
592,101.1494173,0.1895894152,0,4,26.05429598,0.4066289518,1,0,1153.119368,0.65525851
592,101.1494173,0.1895894152,0,5,27.36173642,6.541642369,1,0,1170.798405,0.6171026084
592,101.1494173,0.1895894152,0,6,26.44145935,3.437767423,2,0,1090.264212,0.7063538915
593,101.3390067,0.174808173,0,1,27.27791785,5.999192397,1,0,987.0553654,0.6162084865
593,101.3390067,0.174808173,0,2,26.11055169,1.750242483,1,0,1240.082554,0.6326181338
593,101.3390067,0.174808173,0,3,26.87001597,4.441611234,1,0,1044.644384,0.6083813425
593,101.3390067,0.174808173,0,4,26.49265381,2.633141743,1,0,1085.74133,0.6414958134
593,101.3390067,0.174808173,0,5,27.03162451,5.427041401,1,0,1065.237253,0.6873738599
593,101.3390067,0.174808173,0,6,26.5803228,2.576975828,2,0,898.4329141,0.7025273116
594,101.5138149,0.1776222647,0,1,27.03905224,4.295915134,2,1,1231.647114,0.5366605838
594,101.5138149,0.1776222647,0,2,26.67909702,3.109368475,1,0,961.5349686,0.637412458
594,101.5138149,0.1776222647,0,3,26.4158986,1.570125721,1,0,1109.69185,0.6648821774
594,101.5138149,0.1776222647,0,4,26.83827685,4.708039315,2,1,1029.533599,0.5505020216
594,101.5138149,0.1776222647,0,5,26.72046314,2.530879315,1,0,1108.691562,0.6604821946
594,101.5138149,0.1776222647,0,6,26.59053458,3.970926167,2,0,1101.16914,0.7955384947
595,101.6914372,0.2036388923,0,1,26.60949721,3.602591422,1,0,876.8194661,0.6209765699
595,101.6914372,0.2036388923,0,2,26.36268519,3.15053786,1,0,933.0518985,0.6602420892
595,101.6914372,0.2036388923,0,3,27.21374054,4.815869422,1,1,951.1458618,0.6189520792
595,101.6914372,0.2036388923,0,4,26.50472694,1.978806304,1,0,952.6829689,0.6689437665
595,101.6914372,0.2036388923,0,5,27.34510013,6.559326654,1,0,1195.614742,0.6847228771
595,101.6914372,0.2036388923,0,6,26.94947682,4.133025088,2,0,1004.128463,0.5077649801
596,101.8950761,0.1526286465,0,1,27.39177804,6.161996946,2,1,958.9535472,0.7858709971
596,101.8950761,0.1526286465,0,2,26.67359765,4.199822159,2,0,1110.661521,0.5523662384
596,101.8950761,0.1526286465,0,3,26.23203225,1.002179461,2,0,1186.572753,0.5932138821
596,101.8950761,0.1526286465,0,4,27.26184907,6.259067187,2,0,1227.858076,0.7652700638
596,101.8950761,0.1526286465,0,5,26.73025633,3.055868524,2,1,1110.241458,0.7634498976
596,101.8950761,0.1526286465,0,6,27.12165279,4.193825937,2,0,1208.996488,0.5844328272
597,102.0477047,0.1787189401,0,1,26.92647839,4.66421006,2,0,1227.378714,0.7261022259
597,102.0477047,0.1787189401,0,2,26.27025173,2.208216013,2,0,1176.121925,0.5786447104
597,102.0477047,0.1787189401,0,3,26.12698639,1.963157439,2,0,1048.602464,0.7969222468
597,102.0477047,0.1787189401,0,4,26.69479792,2.98632069,2,0,1155.879206,0.7323855766
597,102.0477047,0.1787189401,0,5,27.00742998,4.168299859,2,0,954.1745605,0.7274636567
597,102.0477047,0.1787189401,0,6,27.17338704,4.818107103,1,0,893.4598359,0.6872708118
598,102.2264236,0.1614749494,0,1,27.13767449,5.089239686,2,0,950.1042493,0.7676112864
598,102.2264236,0.1614749494,0,2,27.38730058,6.783420348,1,0,892.9864305,0.6064761987
598,102.2264236,0.1614749494,0,3,27.14535546,4.440450645,1,1,1153.602425,0.6902056241
598,102.2264236,0.1614749494,0,4,27.39269444,6.876071795,0,0,997.0762989,0.6038575782
598,102.2264236,0.1614749494,0,5,27.47630875,5.643185583,2,0,1068.546133,0.565892056
598,102.2264236,0.1614749494,0,6,26.66737987,3.223401233,1,0,1051.833637,0.6060469376
599,102.3878986,0.1840151737,0,1,26.10677864,1.579991905,2,0,929.4307292,0.7046355781
599,102.3878986,0.1840151737,0,2,27.24886714,5.89298164,2,0,1104.015078,0.7193725512
599,102.3878986,0.1840151737,0,3,27.40894062,6.562204228,1,0,1214.880243,0.6342527287
599,102.3878986,0.1840151737,0,4,27.32910434,5.993400737,1,1,902.8630287,0.6456911393
599,102.3878986,0.1840151737,0,5,27.23882389,6.189532068,1,0,1082.405582,0.6898362385
599,102.3878986,0.1840151737,0,6,27.02310065,4.063848236,2,0,1208.444025,0.5806747832
600,102.5719138,0.1913334506,0,1,26.10802166,1.168906808,3,0,1094.169601,0.7911192163
600,102.5719138,0.1913334506,0,2,26.09942221,0.4075199406,2,0,1114.914898,0.5823760245
600,102.5719138,0.1913334506,0,3,27.02703851,5.396709711,2,0,1067.483217,0.5319190561
600,102.5719138,0.1913334506,0,4,26.85311043,3.089345965,4,0,886.2316559,0.5475014008
600,102.5719138,0.1913334506,0,5,26.03630136,0.7210077095,1,0,1229.760397,0.6649519661
600,102.5719138,0.1913334506,0,6,26.42115873,1.710333979,2,0,1184.710442,0.5756400779
601,102.7632472,0.1519768144,0,1,26.24141163,2.063911187,2,0,897.1513183,0.5179889063
601,102.7632472,0.1519768144,0,2,26.51726787,2.597887507,2,0,888.0123301,0.5182859862
601,102.7632472,0.1519768144,0,3,27.20833417,4.693111198,2,0,1087.026432,0.7659199288
601,102.7632472,0.1519768144,0,4,27.45922963,6.761015613,2,0,1091.281426,0.5249352206
601,102.7632472,0.1519768144,0,5,26.47173265,2.090995077,2,0,1065.973609,0.7559315392
601,102.7632472,0.1519768144,0,6,27.18129004,5.845619448,3,0,1177.13085,0.5522291765
602,102.915224,0.1853300106,0,1,26.79350535,3.469528315,1,0,885.7440917,0.6273161274
602,102.915224,0.1853300106,0,2,27.2022614,4.572504834,2,0,1052.782894,0.5269194085
602,102.915224,0.1853300106,0,3,27.46005531,6.754616727,1,0,1217.209876,0.6660169205
602,102.915224,0.1853300106,0,4,26.45387757,2.998044608,2,0,1158.709062,0.6506352678
602,102.915224,0.1853300106,0,5,26.6070036,2.343003619,2,1,903.4153683,0.5321052858
602,102.915224,0.1853300106,0,6,26.19304318,1.345555952,2,0,1239.670462,0.7738577881
603,103.100554,0.1884339554,0,1,26.15127479,1.476546071,3,0,1246.839427,0.7494404032
603,103.100554,0.1884339554,0,2,26.47626265,2.560994121,1,0,1240.802143,0.6028376464
603,103.100554,0.1884339554,0,3,26.58204386,3.844969073,1,0,1181.851046,0.6121781329
603,103.100554,0.1884339554,0,4,27.32276775,5.351002735,2,1,956.0153832,0.7173492872
603,103.100554,0.1884339554,0,5,27.09259257,5.099167482,2,0,1098.394002,0.7837943756
603,103.100554,0.1884339554,0,6,26.95794953,4.648888456,2,0,880.1207504,0.5274394572
604,103.288988,0.1854987831,0,1,27.3522736,4.783358829,2,0,1081.865807,0.7916895641
604,103.288988,0.1854987831,0,2,26.04006819,2.000951917,2,1,1181.335762,0.7725727928
604,103.288988,0.1854987831,0,3,26.65267788,2.414464301,2,0,931.9330824,0.5749035842
604,103.288988,0.1854987831,0,4,26.3908835,2.780318723,2,0,907.9892912,0.7706326024
604,103.288988,0.1854987831,0,5,26.96042063,3.652800529,2,0,1049.910478,0.5391448906
604,103.288988,0.1854987831,0,6,26.2531863,2.308221278,1,0,984.2397156,0.6261874214
605,103.4744868,0.1583034361,0,1,27.26207301,6.255058971,2,0,902.2538086,0.7305643185
605,103.4744868,0.1583034361,0,2,26.70141711,3.145298961,2,0,950.9238787,0.7760084361
605,103.4744868,0.1583034361,0,3,26.09979646,1.091865803,1,0,895.9295732,0.6778154757
605,103.4744868,0.1583034361,0,4,26.49063551,2.974183355,1,0,861.6660765,0.6878538791
605,103.4744868,0.1583034361,0,5,26.44717561,2.022023926,1,0,974.9612914,0.6378885489
605,103.4744868,0.1583034361,0,6,27.37596486,6.394597113,2,0,964.4602523,0.552938155
606,103.6327902,0.1670177553,0,1,27.24458353,4.993375927,2,0,893.1535169,0.627175288
606,103.6327902,0.1670177553,0,2,26.33358126,2.453186604,1,1,1119.433131,0.6387428154
606,103.6327902,0.1670177553,0,3,27.47486999,6.599321949,2,0,1057.910988,0.5845192572
